15,0.0568156
14.558,0.0692224
7.05,0.0620975
14.558,0.0600883
4.853,0.0779628
7.05,0.0645363
9.705,0.100334
7.05,0.0932309
19.41,0.0738332
29.117,0.0610234
24.26,0.0537179
24.26,0.0871092
30.0,0.0687018
14.558,0.0841546
15,0.0679859
19.41,0.0686725
7.05,0.0617393
9.705,0.0673982
4.853,0.086339
15,0.056756
7.05,0.079027
24.26,0.0677676
29.117,0.0531491
9.705,0.0731026
14.558,0.0942543
2.43,0.0684011
2.43,0.0772011
7.05,0.0824645
2.43,0.117617
29.117,0.0989471
29.117,0.0720516
15,0.066758
14.558,0.0882668
30.0,0.0754613
24.26,0.0613573
2.43,0.169571
9.705,0.0783621
2.43,0.0662518
2.43,0.0569404
19.41,0.0639926
2.43,0.0758033
15,0.0672703
29.117,0.071887
19.41,0.0615582
2.43,0.0617784
24.26,0.0673504
30.0,0.0916289
19.41,0.107615
2.43,0.0922555
15,0.0778236
2.43,0.0567992
2.43,0.0572841
7.05,0.0712756
24.26,0.0714612
24.26,0.0768894
14.558,0.0759421
2.43,0.0703131
2.43,0.0735898
9.705,0.0478388
19.41,0.074399
4.853,0.102485
7.05,0.111374
2.43,0.0929271
4.853,0.0691974
9.705,0.0724628
30.0,0.0897869
14.558,0.0774148
29.117,0.060334
14.558,0.0816892
4.853,0.089668
4.853,0.0843779
19.41,0.0599312
4.853,0.0912189
7.05,0.0931923
24.26,0.0692101
7.05,0.0760065
9.705,0.110901
19.41,0.0898086
4.853,0.0626921
30.0,0.126902
15,0.0696373
7.05,0.0791691
2.43,0.0646928
9.705,0.0769644
30.0,0.0516518
4.853,0.126334
14.558,0.0893924
4.853,0.0709235
30.0,0.0677689
30.0,0.075913
29.117,0.0614559
29.117,0.0643675
24.26,0.0597126
2.43,0.0839218
2.43,0.0661678
2.43,0.0795013
4.853,0.10053
30.0,0.0671772
2.43,0.0753568
